user_id,timestamp,event_name,user_plan,user_country,user_team,user_role,code,current_plan,direction,from_plan,lang,latency_ms,mode,model,page,plan,position,query_len,rating,reason,scope,server,size_kb,tab,template,to_plan,tokens_approx,tool,type,visibility
usr_marco_r,2025-01-01T13:24:00,project_opened,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T13:25:40,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,120,,,
usr_marco_r,2025-01-01T13:26:17,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-01T13:32:43,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,5000,,claude-opus-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T13:33:12,tool_used,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,code_interpreter,,
usr_marco_r,2025-01-01T13:36:08,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,1200,,,
usr_marco_r,2025-01-01T13:40:14,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-01T13:46:33,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,json,,,,,,,,,,,,,,,,,,code,
usr_marco_r,2025-01-01T13:51:41,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,5000,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T13:51:59,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-01T13:52:46,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,python,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T13:56:03,conversation_shared,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,,link
usr_marco_r,2025-01-01T14:01:17,code_executed,enterprise,IT,bigco_data,data_scientist,,,,,python,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:02:52,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-opus-4,,,,,,,,,,,,,50,,,
usr_marco_r,2025-01-01T14:07:10,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,1200,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:11:41,file_uploaded,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,8192,,,,,,docx,
usr_marco_r,2025-01-01T14:17:20,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,typescript,,,,,,,,,,,,,,,,,,html,
usr_marco_r,2025-01-01T14:23:25,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,bash,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:26:40,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,1200,,,
usr_marco_r,2025-01-01T14:28:44,tool_result_received,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,web_search,,
usr_marco_r,2025-01-01T14:32:57,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,800,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:34:21,conversation_copied,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,last_turn,,,,,,,,,
usr_marco_r,2025-01-01T14:36:44,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,python,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:42:49,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-01T14:46:05,conversation_started,enterprise,IT,bigco_data,data_scientist,,,,,,,chat,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:50:37,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,800,,claude-opus-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-01T14:55:40,artifact_downloaded,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,code,
usr_alex_chen,2025-01-01T16:11:00,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-01T16:11:20,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:17:46,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-01T16:21:20,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,analysis,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:26:06,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-01T16:26:34,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,1200,,,
usr_alex_chen,2025-01-01T16:27:29,code_executed,pro,US,anthropic_internal,ml_engineer,,,,,javascript,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:27:53,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,600,,,
usr_alex_chen,2025-01-01T16:30:13,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,800,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:30:42,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-01T16:36:14,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-01T16:36:29,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,3400,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:37:25,conversation_copied,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,selection,,,,,,,,,
usr_alex_chen,2025-01-01T16:40:49,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,3400,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T16:45:50,tool_result_received,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,file_read,,
usr_alex_chen,2025-01-01T16:48:52,artifact_created,pro,US,anthropic_internal,ml_engineer,,,,,sql,,,,,,,,,,,,,,,,,,code,
usr_alex_chen,2025-01-01T16:53:38,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,120,,,
usr_alex_chen,2025-01-01T16:56:09,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-01T16:59:01,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:03:02,conversation_shared,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,private
usr_alex_chen,2025-01-01T17:03:25,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,800,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:06:56,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,chat,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:09:35,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,3400,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:13:28,code_block_copied,pro,US,anthropic_internal,ml_engineer,,,,,typescript,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:18:03,invoice_downloaded,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:23:27,conversation_copied,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,full,,,,,,,,,
usr_alex_chen,2025-01-01T17:26:08,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-01T17:31:25,file_uploaded,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,8192,,,,,,docx,
usr_alex_chen,2025-01-01T17:35:50,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-01T17:42:01,page_viewed,pro,US,anthropic_internal,ml_engineer,,,,,,,,,/team,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:42:58,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-01T17:46:49,tool_used,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,image_gen,,
usr_alex_chen,2025-01-02T07:01:00,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,analysis,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:03:06,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-02T07:03:27,invoice_downloaded,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:06:08,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-02T07:08:49,invoice_downloaded,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:15:05,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:21:44,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,800,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:22:38,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-02T07:25:01,code_execution_succeeded,pro,US,anthropic_internal,ml_engineer,,,,,python,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:31:41,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-02T07:38:19,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,2100,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:42:36,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,1200,,,
usr_alex_chen,2025-01-02T07:46:58,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,300,,,
usr_alex_chen,2025-01-02T07:51:02,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-02T07:52:51,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T07:55:54,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T08:01:23,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-02T08:03:34,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,5000,,claude-opus-4,,,,,,,,,,,,,,,,
